,Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
142,142,0,0.3426237019203473,2023-10-13 05:00:00+00:00,26821.92,0.0,2023-10-13 06:00:00+00:00,26808.17,0.0,-4.711075901404911,-0.0005126404075472747,Long,Closed,142
143,143,0,0.3414376948878658,2023-10-15 09:00:00+00:00,26901.29,0.0,2023-10-15 10:00:00+00:00,26895.0,0.0,-2.1476431008450163,-0.00023381778345949196,Long,Closed,143
144,144,0,0.34138857149051804,2023-10-15 15:00:00+00:00,26898.87,0.0,2023-10-15 16:00:00+00:00,26930.29,0.0,10.72642891623218,0.0011680788077714902,Long,Closed,144
145,145,0,0.32284490963009543,2023-10-19 12:00:00+00:00,28477.12,0.0,2023-10-19 13:00:00+00:00,28482.09,0.0,1.6045392008618364,0.00017452607567060193,Long,Closed,145
146,146,0,0.30300686338989097,2023-10-23 01:00:00+00:00,30346.83,0.0,2023-10-23 02:00:00+00:00,30378.23,0.0,9.514415510442632,0.001034704448537135,Long,Closed,146
147,147,0,0.2680726186594781,2023-10-25 12:00:00+00:00,34337.01,0.0,2023-10-25 13:00:00+00:00,34483.99,0.0,39.40131349056901,0.0042805124849250396,Long,Closed,147
148,148,0,0.2715293351863889,2023-10-28 07:00:00+00:00,34044.99,0.0,2023-10-28 08:00:00+00:00,34090.0,0.0,12.221535376740576,0.0013220741142824382,Long,Closed,148
149,149,0,0.27023081626551904,2023-10-29 11:00:00+00:00,34253.81,0.0,2023-10-29 12:00:00+00:00,34419.99,0.0,44.90695704700556,0.004851431125472056,Long,Closed,149
150,150,0,0.26835304607594634,2023-10-30 13:00:00+00:00,34660.84,0.0,2023-10-30 14:00:00+00:00,34611.69,0.0,-13.189552214631476,-0.00141802679911956,Long,Closed,150
151,151,0,0.2681905588925705,2023-10-31 20:00:00+00:00,34632.66,0.0,2023-10-31 21:00:00+00:00,34475.98,0.0,-42.02009676728812,-0.004524053306907429,Long,Closed,151
152,152,0,0.26633035507812314,2023-11-03 23:00:00+00:00,34716.78,0.0,2023-11-04 00:00:00+00:00,34696.65,0.0,-5.3612300477216195,-0.0005798348809998003,Long,Closed,152
153,153,0,0.2624744077427284,2023-11-06 12:00:00+00:00,35206.37,0.0,2023-11-06 13:00:00+00:00,35030.36,0.0,-46.19812050679866,-0.004999379373675955,Long,Closed,153
154,154,0,0.258140086427309,2023-11-07 20:00:00+00:00,35618.54,0.0,2023-11-07 21:00:00+00:00,35475.65,0.0,-36.88563694959703,-0.0040116748187880675,Long,Closed,154
155,155,0,0.24627157590858345,2023-11-10 12:00:00+00:00,37185.32,0.0,2023-11-10 13:00:00+00:00,36962.24,0.0,-54.93826315368642,-0.005999141596737596,Long,Closed,155
156,156,0,0.24565176812919215,2023-11-12 11:00:00+00:00,37055.5,0.0,2023-11-12 12:00:00+00:00,37007.36,0.0,-11.825676117738112,-0.0012991323825071886,Long,Closed,156
157,157,0,0.2517487259538907,2023-11-15 14:00:00+00:00,36111.1,0.0,2023-11-15 15:00:00+00:00,36402.42,0.0,73.33943884488872,0.008067325559177238,Long,Closed,157
158,158,0,0.2511908295675917,2023-11-17 20:00:00+00:00,36483.27,0.0,2023-11-17 21:00:00+00:00,36396.38,0.0,-21.825971181127898,-0.002381639584390309,Long,Closed,158
159,159,0,0.24743414729713176,2023-11-19 19:00:00+00:00,36948.97,0.0,2023-11-19 20:00:00+00:00,36916.8,0.0,-7.959956518547187,-0.0008706602646837996,Long,Closed,159
160,160,0,0.2455637234414751,2023-11-22 18:00:00+00:00,37197.99,0.0,2023-11-22 19:00:00+00:00,37289.98,0.0,22.58940691938369,0.002472983083225996,Long,Closed,160
161,161,0,0.24518224097296076,2023-11-24 04:00:00+00:00,37348.0,0.0,2023-11-24 05:00:00+00:00,37425.64,0.0,19.03594918914132,0.002078826175431151,Long,Closed,161
162,162,0,0.24287823072082312,2023-11-25 23:00:00+00:00,37780.67,0.0,2023-11-26 00:00:00+00:00,37742.1,0.0,-9.367813358901913,-0.0010208924299118843,Long,Closed,162
163,163,0,0.24328297072553554,2023-11-26 11:00:00+00:00,37679.31,0.0,2023-11-26 12:00:00+00:00,37627.52,0.0,-12.59962505387557,-0.0013744943843186181,Long,Closed,163
164,164,0,0.24670819859136658,2023-11-28 07:00:00+00:00,37105.11,0.0,2023-11-28 08:00:00+00:00,36940.54,0.0,-40.60076824218049,-0.004435238165309229,Long,Closed,164
165,165,0,0.2395584496614315,2023-12-01 03:00:00+00:00,38043.05,0.0,2023-12-01 04:00:00+00:00,38179.86,0.0,32.773991498179385,0.0035961890542423798,Long,Closed,165
166,166,0,0.2167679781459568,2023-12-05 14:00:00+00:00,42194.0,0.0,2023-12-05 15:00:00+00:00,42268.29,0.0,16.103693096463758,0.0017606768734891901,Long,Closed,166
167,167,0,0.2088553173876197,2023-12-07 06:00:00+00:00,43869.66,0.0,2023-12-07 07:00:00+00:00,43884.01,0.0,2.9970738045121834,0.00032710533886059833,Long,Closed,167
168,168,0,0.2103520936568184,2023-12-08 13:00:00+00:00,43571.75,0.0,2023-12-08 14:00:00+00:00,43962.98,0.0,82.29604960135657,0.008978982941929062,Long,Closed,168
169,169,0,0.22118711253092807,2023-12-12 10:00:00+00:00,41809.42,0.0,2023-12-12 11:00:00+00:00,41584.57,0.0,-49.73392225257885,-0.005377974628684123,Long,Closed,169
170,170,0,0.2196791633760924,2023-12-13 16:00:00+00:00,41870.02,0.0,2023-12-13 17:00:00+00:00,42118.6,0.0,54.607846432028964,0.005936944859352818,Long,Closed,170
171,171,0,0.21824127244185867,2023-12-16 13:00:00+00:00,42396.1,0.0,2023-12-16 14:00:00+00:00,42361.63,0.0,-7.522776661071475,-0.000813046483049214,Long,Closed,171
172,172,0,0.2169183060322448,2023-12-18 21:00:00+00:00,42619.99,0.0,2023-12-18 22:00:00+00:00,42511.1,0.0,-23.620234343850825,-0.002554904400493725,Long,Closed,172
173,173,0,0.2155127188695094,2023-12-20 09:00:00+00:00,42788.36,0.0,2023-12-20 10:00:00+00:00,42870.67,0.0,17.738851890148,0.0019236540030978955,Long,Closed,173
174,174,0,0.2111961961963347,2023-12-23 17:00:00+00:00,43746.88,0.0,2023-12-23 18:00:00+00:00,43787.69,0.0,8.618916766774419,0.0009328665267102356,Long,Closed,174
175,175,0,0.21258464768559124,2023-12-25 16:00:00+00:00,43501.7,0.0,2023-12-25 17:00:00+00:00,43554.21,0.0,11.162819849971129,0.0012070792635690893,Long,Closed,175
176,176,0,0.21434972455674278,2023-12-27 10:00:00+00:00,43195.56,0.0,2023-12-27 11:00:00+00:00,43019.11,0.0,-37.822008898036074,-0.00408491057877232,Long,Closed,176
177,177,0,0.2143359732893112,2023-12-29 14:00:00+00:00,43021.87,0.0,2023-12-29 15:00:00+00:00,42271.09,0.0,-160.91916202614993,-0.01745112427702478,Long,Closed,177
178,178,0,0.21362834448685897,2023-12-30 18:00:00+00:00,42411.11,0.0,2023-12-30 19:00:00+00:00,42361.13,0.0,-10.677144657453027,-0.0011784647937768933,Long,Closed,178
